																				
																					
													Mixed Door Cabinet								
Traulsen (A division of ITW)	Traulsen	RHT232NPUT-HHS	RHT232NPUT-HHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	8	Hinged	48.8			83.25	211.46	37.94	4.24	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT232NUT-FHG	RHT232NUT-FHG		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	46			83.25	211.46	35	5.5	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT232NUT-FHS	RHT232NUT-FHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	46			83.25	211.46	35	2.7	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT232NUT-HHG	RHT232NUT-HHG		Glass Door Refrigerator Cabinet	Vertical		Automatic	4	0	Hinged	46			83.25	211.46	35	5.78	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT232NUT-HHS	RHT232NUT-HHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	46			83.25	211.46	35	2.84	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT232WPUT-FHS	RHT232WPUT-FHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	54.4			83.25	211.46	37.94	4.3	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT232WPUT-HHS	RHT232WPUT-HHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	8	Hinged	54.4			83.25	211.46	37.94	4.36	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT232WUT-FHG	RHT232WUT-FHG		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	51.6			83.25	211.46	35	6.05	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT232WUT-FHS	RHT232WUT-FHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	51.6			83.25	211.46	35	2.97	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT232WUT-HHG	RHT232WUT-HHG		Glass Door Refrigerator Cabinet	Vertical		Automatic	4	0	Hinged	51.6			83.25	211.46	35	6.33	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT232WUT-HHS	RHT232WUT-HHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	51.6			83.25	211.46	35	3.11	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RRI132HUT-FHS	RRI132HUT-FHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	39.6			89.12	226.36	35.56	3.13	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RRI132LUT-FHS	RRI132LUT-FHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	36.2			83.25	211.46	35.56	2.74	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RRI232HUT-FHS	RRI232HUT-FHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	81.7			89.12	226.36	35.56	4.99	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RRI232LUT-FHS	RRI232LUT-FHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	73.5			83.25	211.46	35.56	4.54	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	TU044HT	TU044HT		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	9.8			34	86.36	34	1.85	R-404A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	TU072HT	TU072HT		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	20			34	86.36	34	2.35	R-404A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	TU100HT	TU100HT		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	32.3			34	86.36	34	3	R-404A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	UHT27	UHT27		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	7.1			35.5	197.98	30.69	1.77	R-134A	1/4/2010	3/26/2012
Traulsen (A division of ITW)	Traulsen	UHT32	UHT32		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	8.8			35.5	197.98	30.69	1.96	R-134A	1/13/2012	3/26/2012
Traulsen (A division of ITW)	Traulsen	UHT48	UHT48		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	13.1			35.5	197.98	30.69	1.88	R-134A	1/4/2010	3/26/2012
Traulsen (A division of ITW)	Traulsen	UHT60	UHT60		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	16.7			35.5	197.98	30.69	2.02	R-134A	1/4/2010	3/26/2012
True Manufacturing (True Food Service Equipment)	TRUE	GDM-37	GDM-37		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Sliding	32.7	32.7	0	79	44	30	4.86	R-134A	10/19/2009	9/20/2012
True Manufacturing (True Food Service Equipment)	TRUE	GDM-41	GDM-41		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Sliding	36.5	36.5	0	79	47	30	4.83	R-134A	10/19/2009	9/20/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-10	GDM-10		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	9.23	9.23	0	53.44	135.74	23.03	1.84	R-134A	6/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-10-58	GDM-10-58		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	9.8	9.8	0	58	147	23	2.36	R-134A	5/22/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-10-HC-LD	GDM-10-HC-LD		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	9.2	9.2	0	53.5	136	23.12	1.39	R-290 (Propane)	5/1/2012	5/24/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-10-LD	GDM-10-LD		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	9.23	9.23	0	53.44	135.74	23.03	1.71	R-134A	6/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-10RF	GDM-10RF		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	8.4	8.4	0	54	137.16	23	2.08	R-134A	6/5/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-10SSL	GDM-10SSL		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	6.4	6.4		53.5	135.89	18	1.68	R-134A	1/1/2012	2/8/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-11SD	GDM-11SD		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Sliding	9.3	9.3	0	54	137	24	2.47	R-134A	1/27/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-12	GDM-12		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	11.47	11.47	0	62.38	158.43	23.13	2.01	R-134A	6/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-12FC	GDM-12FC		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	10.1	10.1	0	62	157.48	23	2.49	R-134A	4/16/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-12-HC-LD	GDM-12-HC-LD		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	11.44	11.44	0	62.38	158.43	23.13	1.74	R-290	6/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-12-LD	GDM-12-LD		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	11.44	11.44	0	62.38	158.43	23.13	1.99	R-134A	6/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-12RF	GDM-12RF		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	10.1	10.1	0	62	157.48	23	2.49	R-134A	4/16/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-14RF	GDM-14RF		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Hinged	15.34	15.34		58	147.32	29.25	2.92	R-134A	1/1/2012	2/8/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-23	GDM-23		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	20.8	20.8	0	78	198.12	30	3.2	R-134A	10/30/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-23FC	GDM-23FC		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	20.8	20.8	0	78	198.12	30	3.2	R-134A	10/30/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-23FC-RF	GDM-23FC-RF		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	20.8	20.8	0	78	198.12	30	3.2	R-134A	10/30/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-23RF	GDM-23RF		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	20.8	20.8	0	78	198.12	30	3.2	R-134A	10/30/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-23W	GDM-23W		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	20.8	20.8	0	78	198.12	30	3.2	R-134A	10/30/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-23W-RF	GDM-23W-RF		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	20.8	20.8	0	78	198.12	30	3.2	R-134A	10/30/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-26	GDM-26		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	23	23	0	78.6	30	29.9	3.27	R-134A	1/1/2010	9/20/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-26-HC-LD	GDM-26-HC-LD		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	22.68	22.68	0	78.63	199.71	29.88	2.22	R-290	11/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-33	GDM-33		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Sliding	28.9	28.9	0	79	200.66	30	4.78	R-134A	11/13/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-35	GDM-35		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Hinged	30.9	30.9	0	79	200.66	30	5.21	R-134A	2/17/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-35SL-RF	GDM-35SL-RF		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Hinged	16.4	16.4	0	58.13	147.64	24.25	3.08	R-134A	3/11/2010	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-41SL-54	GDM-41SL-54		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Sliding	15	15	0	54.13	137.48	21	2.85	R-134A	3/26/2010	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-43	GDM-43		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Hinged	37.3	37.3	0	79	200.66	30	5.3	R-134A	3/8/2006	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-45	GDM-45		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Sliding	38.9	38.9		78.63	199.71	29.62	5.73	R-134A	1/1/2012	2/8/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-47	GDM-47		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Sliding	44.2	44.2	0	78	198.12	30	6.15	R-134A	1/27/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-47FC	GDM-47FC		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Sliding	44.2	44.2	0	78	198.12	30	6.15	R-134A	1/27/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-49	GDM-49		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Hinged	45.2	45.2	0	79	200.66	30	5.96	R-134A	1/15/2010	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-49FC	GDM-49FC		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Hinged	45.2	45.2	0	79	200.66	30	5.96	R-134A	1/15/2010	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-49RF	GDM-49RF		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Hinged	45.2	45.2	0	79	200.66	30	5.96	R-134A	1/15/2010	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-49W-RF	GDM-49W-RF		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Hinged	45.2	45.2	0	79	200.66	30	5.96	R-134A	1/15/2010	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-69	GDM-69		Glass Door Refrigerator Cabinet	Vertical		Manual	3	0	Sliding	61.3	61.3	0	79.4	201.7	29.6	8.2	R-134A	5/2/2010	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-72	GDM-72		Glass Door Refrigerator Cabinet	Vertical		Manual	3	0	Hinged	66.5	66.5	0	79.38	201.61	29.88	8.42	R-134A	4/24/2010	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	GDM-72FC	GDM-72FC		Glass Door Refrigerator Cabinet	Vertical		Manual	3	0	Hinged	66.5	66.5	0	79.38	201.61	29.88	8.42	R-134A	4/24/2010	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1R-1G	STA1R-1G		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	21.95	21.95	0	77.75	198	33.75	2.21	R-134A	5/11/2011	5/24/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1R-1S	STA1R-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	21.95	0	21.95	77.75	198	33.75	1.92	R-134A	5/11/2011	5/24/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1R-2HG	STA1R-2HG		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.11	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1R-2HS	STA1R-2HS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.08	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1RPT-1G-1G	STA1RPT-1G-1G		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1RPT-1G-1S	STA1RPT-1G-1S		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	1	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1RPT-1HG/1HS-1G	STA1RPT-1HG/1HS-1G		Solid Door Refrigerator Cabinet	Vertical		Automatic	2	1	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1RPT-1HG/1HS-1S	STA1RPT-1HG/1HS-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	1	2	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1RPT-1S-1S	STA1RPT-1S-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1RPT-2HG-1G	STA1RPT-2HG-1G		Glass Door Refrigerator Cabinet	Vertical		Automatic	3	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1RPT-2HG-1S	STA1RPT-2HG-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	2	1	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1RPT-2HG-2HG	STA1RPT-2HG-2HG		Glass Door Refrigerator Cabinet	Vertical		Automatic	4	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1RPT-2HS-1G	STA1RPT-2HS-1G		Glass Door Refrigerator Cabinet	Vertical		Automatic	3	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1RPT-2HS-1S	STA1RPT-2HS-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA1RPT-2HS-2HS	STA1RPT-2HS-2HS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA2R-2G	STA2R-2G		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	47.1	47.1	0	77.75	198	33.75	4.29	R-134A	5/1/2011	5/24/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA2R-2S	STA2R-2S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	47.1	0	47.1	77.75	198	33.75	3.99	R-134A	5/1/2011	5/24/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA2R-4HG	STA2R-4HG		Glass Door Refrigerator Cabinet	Vertical		Automatic	4	0	Hinged	47.1	47.1	0	77.75	197.49	33.75	4.79	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA2R-4HS	STA2R-4HS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	47.1	0	47.1	77.75	197.49	33.75	4.13	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA3R-3S	STA3R-3S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	70.09	0	70.09	77.75	197.49	33.75	4.89	R-134A	11/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STA3R-6HS	STA3R-6HS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	6	Hinged	70.09	0	70.09	77.75	197.49	33.75	4.89	R-134A	11/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1R-1G	STG1R-1G		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	21.95	21.95	0	77.75	198	33.75	2.21	R-134A	5/11/2011	5/24/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1R-1S	STG1R-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	21.95	0	21.95	77.75	198	33.75	1.92	R-134A	5/11/2011	5/24/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1R-2HG	STG1R-2HG		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.11	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1R-2HS	STG1R-2HS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.08	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1RPT-1G-1G	STG1RPT-1G-1G		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1RPT-1G-1S	STG1RPT-1G-1S		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	1	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1RPT-1HG/1HS-1G	STG1RPT-1HG/1HS-1G		Solid Door Refrigerator Cabinet	Vertical		Automatic	2	1	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1RPT-1HG/1HS-1S	STG1RPT-1HG/1HS-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	1	2	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1RPT-1S-1S	STG1RPT-1S-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1RPT-2HG-1G	STG1RPT-2HG-1G		Glass Door Refrigerator Cabinet	Vertical		Automatic	3	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1RPT-2HG-1S	STG1RPT-2HG-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	2	1	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1RPT-2HG-2HG	STG1RPT-2HG-2HG		Glass Door Refrigerator Cabinet	Vertical		Automatic	4	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1RPT-2HS-1G	STG1RPT-2HS-1G		Glass Door Refrigerator Cabinet	Vertical		Automatic	3	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1RPT-2HS-1S	STG1RPT-2HS-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG1RPT-2HS-2HS	STG1RPT-2HS-2HS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG2R-2G	STG2R-2G		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	47.1	47.1	0	77.75	198	33.75	4.29	R-134A	5/1/2011	5/24/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG2R-2S	STG2R-2S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	47.1	0	47.1	77.75	198	33.75	3.99	R-134A	5/1/2011	5/24/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG2R-4HG	STG2R-4HG		Glass Door Refrigerator Cabinet	Vertical		Automatic	4	0	Hinged	47.1	47.1	0	77.75	197.49	33.75	4.79	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG2R-4HS	STG2R-4HS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	47.1	0	47.1	77.75	197.49	33.75	4.13	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG3R-3S	STG3R-3S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	70.09	0	70.09	77.75	197.49	33.75	4.89	R-134A	11/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STG3R-6HS	STG3R-6HS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	6	Hinged	70.09	0	70.09	77.75	197.49	33.75	4.89	R-134A	11/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1R-1G	STR1R-1G		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	21.95	21.95	0	77.75	198	33.75	2.21	R-134A	5/1/2011	5/24/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1R-1S	STR1R-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	21.95	0	21.95	77.75	198	33.75	1.92	R-134A	5/1/2011	5/24/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1R-2HG	STR1R-2HG		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.11	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1R-2HS	STR1R-2HS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.08	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1RPT-1G-1G	STR1RPT-1G-1G		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1RPT-1G-1S	STR1RPT-1G-1S		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	1	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1RPT-1HG/1HS-1G	STR1RPT-1HG/1HS-1G		Solid Door Refrigerator Cabinet	Vertical		Automatic	2	1	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1RPT-1HG/1HS-1S	STR1RPT-1HG/1HS-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	1	2	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1RPT-1S-1S	STR1RPT-1S-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1RPT-2HG-1G	STR1RPT-2HG-1G		Glass Door Refrigerator Cabinet	Vertical		Automatic	3	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
